Valores simples de edad	Sexo	Periodo	Total
70 años	Ambos sexos	1 de enero de 1994	346.264,59375
70 años	Ambos sexos	1 de julio de 1993	346.741,125
70 años	Ambos sexos	1 de enero de 1993	347.717,59375
70 años	Ambos sexos	1 de julio de 1992	337.230,75
70 años	Ambos sexos	1 de enero de 1992	327.060,78125
70 años	Ambos sexos	1 de julio de 1991	320.483,6875
70 años	Ambos sexos	1 de enero de 1991	314.137,528654
70 años	Ambos sexos	1 de julio de 1990	293.708,869533
70 años	Ambos sexos	1 de enero de 1990	273.013,342807
70 años	Ambos sexos	1 de julio de 1989	274.318,023853
70 años	Ambos sexos	1 de enero de 1989	276.176,482494
70 años	Ambos sexos	1 de julio de 1988	270.654,867807
70 años	Ambos sexos	1 de enero de 1988	265.106,586642
70 años	Ambos sexos	1 de julio de 1987	264.034,602687
70 años	Ambos sexos	1 de enero de 1987	263.276,078709
70 años	Ambos sexos	1 de julio de 1986	266.402,626782
70 años	Ambos sexos	1 de enero de 1986	270.024,230273
70 años	Ambos sexos	1 de julio de 1985	271.508,319525
70 años	Ambos sexos	1 de enero de 1985	273.261,481327
70 años	Ambos sexos	1 de julio de 1984	271.790,483805
70 años	Ambos sexos	1 de enero de 1984	270.511,174031
70 años	Ambos sexos	1 de julio de 1983	271.993,041961
70 años	Ambos sexos	1 de enero de 1983	274.093,291995
70 años	Ambos sexos	1 de julio de 1982	269.501,624035
70 años	Ambos sexos	1 de enero de 1982	264.923,457394
70 años	Ambos sexos	1 de julio de 1981	269.319,598879
70 años	Ambos sexos	1 de enero de 1981	274.449,877018
70 años	Ambos sexos	1 de julio de 1980	266.575,384161
70 años	Ambos sexos	1 de enero de 1980	258.229,751812
70 años	Ambos sexos	1 de julio de 1979	258.481,79671
70 años	Ambos sexos	1 de enero de 1979	259.122,026633
70 años	Ambos sexos	1 de julio de 1978	254.791,631531
70 años	Ambos sexos	1 de enero de 1978	250.929,996065
70 años	Ambos sexos	1 de julio de 1977	246.873,635589
70 años	Ambos sexos	1 de enero de 1977	243.552,973623
70 años	Ambos sexos	1 de julio de 1976	246.801,349518
70 años	Ambos sexos	1 de enero de 1976	250.978,063991
70 años	Ambos sexos	1 de julio de 1975	242.361,355787
70 años	Ambos sexos	1 de enero de 1975	233.831,930564
70 años	Ambos sexos	1 de julio de 1974	234.349,232127
70 años	Ambos sexos	1 de enero de 1974	234.990,865198
70 años	Ambos sexos	1 de julio de 1973	232.720,233943
70 años	Ambos sexos	1 de enero de 1973	231.019,535514
70 años	Ambos sexos	1 de julio de 1972	220.245,643223
70 años	Ambos sexos	1 de enero de 1972	209.635,227564
70 años	Ambos sexos	1 de julio de 1971	225.810,49544
70 años	Ambos sexos	1 de enero de 1971	243.098,72
70 años	Hombres	1 de julio de 2022	221.201,269327
70 años	Hombres	1 de enero de 2022	213.998,987942
70 años	Hombres	1 de julio de 2021	211.824,292172
70 años	Hombres	1 de enero de 2021	210.042,59638
70 años	Hombres	1 de julio de 2020	213.827,142701
70 años	Hombres	1 de enero de 2020	218.052,689075
70 años	Hombres	1 de julio de 2019	223.301,053273
70 años	Hombres	1 de enero de 2019	228.883,417584
70 años	Hombres	1 de julio de 2018	219.393,131296
70 años	Hombres	1 de enero de 2018	210.247,845031
70 años	Hombres	1 de julio de 2017	205.476,579184
70 años	Hombres	1 de enero de 2017	200.939,313417
70 años	Hombres	1 de julio de 2016	205.986,285823
70 años	Hombres	1 de enero de 2016	211.324,319306
70 años	Hombres	1 de julio de 2015	206.967,505022
70 años	Hombres	1 de enero de 2015	202.921,651721
70 años	Hombres	1 de julio de 2014	201.869,508642
70 años	Hombres	1 de enero de 2014	200.971,655548
70 años	Hombres	1 de julio de 2013	188.216,662886
70 años	Hombres	1 de enero de 2013	175.399,059338
70 años	Hombres	1 de julio de 2012	169.049,408579
70 años	Hombres	1 de enero de 2012	162.812,555449
70 años	Hombres	1 de julio de 2011	181.094,328776
70 años	Hombres	1 de enero de 2011	199.861,643494
70 años	Hombres	1 de julio de 2010	166.415,571871
70 años	Hombres	1 de enero de 2010	132.565,193141
70 años	Hombres	1 de julio de 2009	142.374,580802
70 años	Hombres	1 de enero de 2009	152.458,277476
70 años	Hombres	1 de julio de 2008	161.796,364319
70 años	Hombres	1 de enero de 2008	171.484,68316
70 años	Hombres	1 de julio de 2007	179.060,843425
70 años	Hombres	1 de enero de 2007	186.986,800577
70 años	Hombres	1 de julio de 2006	185.425,418561
70 años	Hombres	1 de enero de 2006	184.065,320595
70 años	Hombres	1 de julio de 2005	183.574,023537
70 años	Hombres	1 de enero de 2005	183.503,329651
70 años	Hombres	1 de julio de 2004	186.412,489244
70 años	Hombres	1 de enero de 2004	189.793,982123
70 años	Hombres	1 de julio de 2003	188.958,407782
70 años	Hombres	1 de enero de 2003	188.206,730058
70 años	Hombres	1 de julio de 2002	184.459,811021
70 años	Hombres	1 de enero de 2002	181.100,91878
70 años	Hombres	1 de julio de 2001	181.100,359375
70 años	Hombres	1 de enero de 2001	181.683,484375
70 años	Hombres	1 de julio de 2000	177.377,125
70 años	Hombres	1 de enero de 2000	173.210,328125
70 años	Hombres	1 de julio de 1999	173.020,09375
70 años	Hombres	1 de enero de 1999	173.176,421875
70 años	Hombres	1 de julio de 1998	168.549,375
70 años	Hombres	1 de enero de 1998	164.014,109375
70 años	Hombres	1 de julio de 1997	165.459,203125
70 años	Hombres	1 de enero de 1997	167.288,25
70 años	Hombres	1 de julio de 1996	163.417,75
70 años	Hombres	1 de enero de 1996	159.682,796875
70 años	Hombres	1 de julio de 1995	158.914,140625
70 años	Hombres	1 de enero de 1995	158.399,28125
70 años	Hombres	1 de julio de 1994	157.427,65625
70 años	Hombres	1 de enero de 1994	156.620,796875
70 años	Hombres	1 de julio de 1993	155.378,3125
70 años	Hombres	1 de enero de 1993	154.383,546875
70 años	Hombres	1 de julio de 1992	151.833,125
70 años	Hombres	1 de enero de 1992	149.566,828125
70 años	Hombres	1 de julio de 1991	142.742,015625
70 años	Hombres	1 de enero de 1991	135.935,799151
70 años	Hombres	1 de julio de 1990	126.953,856635
70 años	Hombres	1 de enero de 1990	117.796,404179
70 años	Hombres	1 de julio de 1989	116.977,531622
70 años	Hombres	1 de enero de 1989	116.412,503014
70 años	Hombres	1 de julio de 1988	114.267,230487
70 años	Hombres	1 de enero de 1988	112.166,081475
70 años	Hombres	1 de julio de 1987	111.844,519455
70 años	Hombres	1 de enero de 1987	111.600,298252
70 años	Hombres	1 de julio de 1986	112.903,061556
70 años	Hombres	1 de enero de 1986	114.447,482187
70 años	Hombres	1 de julio de 1985	115.095,125417
70 años	Hombres	1 de enero de 1985	115.859,613971
70 años	Hombres	1 de julio de 1984	115.605,445372
70 años	Hombres	1 de enero de 1984	115.489,771707
70 años	Hombres	1 de julio de 1983	116.084,652531
70 años	Hombres	1 de enero de 1983	116.963,688244
70 años	Hombres	1 de julio de 1982	115.618,080604
70 años	Hombres	1 de enero de 1982	114.229,901127
70 años	Hombres	1 de julio de 1981	114.946,696415
70 años	Hombres	1 de enero de 1981	116.024,059886
70 años	Hombres	1 de julio de 1980	113.662,847836
70 años	Hombres	1 de enero de 1980	111.267,442939
70 años	Hombres	1 de julio de 1979	111.964,922097
70 años	Hombres	1 de enero de 1979	112.875,368884
70 años	Hombres	1 de julio de 1978	110.852,179229
70 años	Hombres	1 de enero de 1978	108.998,640182
70 años	Hombres	1 de julio de 1977	106.674,048472
70 años	Hombres	1 de enero de 1977	104.592,494451
70 años	Hombres	1 de julio de 1976	105.823,473385
70 años	Hombres	1 de enero de 1976	107.542,778613
70 años	Hombres	1 de julio de 1975	103.062,193479
70 años	Hombres	1 de enero de 1975	98.637,878787
70 años	Hombres	1 de julio de 1974	100.216,032199
70 años	Hombres	1 de enero de 1974	101.840,443937
70 años	Hombres	1 de julio de 1973	100.447,354921
70 años	Hombres	1 de enero de 1973	99.377,845619
70 años	Hombres	1 de julio de 1972	95.859,395684
70 años	Hombres	1 de enero de 1972	92.540,393278
70 años	Hombres	1 de julio de 1971	94.738,555505
70 años	Hombres	1 de enero de 1971	97.253,56
70 años	Mujeres	1 de julio de 2022	248.450,14559
70 años	Mujeres	1 de enero de 2022	240.940,807204
70 años	Mujeres	1 de julio de 2021	238.756,040299
70 años	Mujeres	1 de enero de 2021	236.906,273503
70 años	Mujeres	1 de julio de 2020	242.423,441797
70 años	Mujeres	1 de enero de 2020	248.077,610103
70 años	Mujeres	1 de julio de 2019	253.564,73582
70 años	Mujeres	1 de enero de 2019	259.188,861554
70 años	Mujeres	1 de julio de 2018	248.297,985182
70 años	Mujeres	1 de enero de 2018	237.638,108897
70 años	Mujeres	1 de julio de 2017	233.390,827105
70 años	Mujeres	1 de enero de 2017	229.308,545377
70 años	Mujeres	1 de julio de 2016	234.892,13526
70 años	Mujeres	1 de enero de 2016	240.636,676001
70 años	Mujeres	1 de julio de 2015	235.319,523645
70 años	Mujeres	1 de enero de 2015	230.194,29862
70 años	Mujeres	1 de julio de 2014	228.922,865483
70 años	Mujeres	1 de enero de 2014	227.800,211092
70 años	Mujeres	1 de julio de 2013	212.860,508983
70 años	Mujeres	1 de enero de 2013	197.953,847789
70 años	Mujeres	1 de julio de 2012	190.762,164351
70 años	Mujeres	1 de enero de 2012	183.574,819056
70 años	Mujeres	1 de julio de 2011	205.560,759605
70 años	Mujeres	1 de enero de 2011	227.846,455925
70 años	Mujeres	1 de julio de 2010	191.658,361968
70 años	Mujeres	1 de enero de 2010	155.378,882561
70 años	Mujeres	1 de julio de 2009	166.084,473236
70 años	Mujeres	1 de enero de 2009	176.933,343975
70 años	Mujeres	1 de julio de 2008	188.235,977277
70 años	Mujeres	1 de enero de 2008	199.614,763872
70 años	Mujeres	1 de julio de 2007	211.193,206221
70 años	Mujeres	1 de enero de 2007	223.087,51934
70 años	Mujeres	1 de julio de 2006	219.312,300062
70 años	Mujeres	1 de enero de 2006	215.626,408819
70 años	Mujeres	1 de julio de 2005	215.791,763155
70 años	Mujeres	1 de enero de 2005	216.137,100365
70 años	Mujeres	1 de julio de 2004	220.031,888974
70 años	Mujeres	1 de enero de 2004	224.090,889327
70 años	Mujeres	1 de julio de 2003	223.442,004047
70 años	Mujeres	1 de enero de 2003	222.768,65048
70 años	Mujeres	1 de julio de 2002	217.758,149505
70 años	Mujeres	1 de enero de 2002	212.977,762158
70 años	Mujeres	1 de julio de 2001	215.711,21875
70 años	Mujeres	1 de enero de 2001	218.842
70 años	Mujeres	1 de julio de 2000	213.510,5
70 años	Mujeres	1 de enero de 2000	208.379,25
70 años	Mujeres	1 de julio de 1999	208.989,0625
70 años	Mujeres	1 de enero de 1999	209.828,1875
70 años	Mujeres	1 de julio de 1998	203.797,875
70 años	Mujeres	1 de enero de 1998	197.830
70 años	Mujeres	1 de julio de 1997	199.633,90625
70 años	Mujeres	1 de enero de 1997	201.607,40625
70 años	Mujeres	1 de julio de 1996	198.702,75
70 años	Mujeres	1 de enero de 1996	196.098,453125
70 años	Mujeres	1 de julio de 1995	195.386,5625
70 años	Mujeres	1 de enero de 1995	194.670,328125
70 años	Mujeres	1 de julio de 1994	192.094,9375
70 años	Mujeres	1 de enero de 1994	189.643,796875
70 años	Mujeres	1 de julio de 1993	191.362,8125
70 años	Mujeres	1 de enero de 1993	193.334,046875
70 años	Mujeres	1 de julio de 1992	185.397,625
70 años	Mujeres	1 de enero de 1992	177.493,953125
70 años	Mujeres	1 de julio de 1991	177.741,671875
70 años	Mujeres	1 de enero de 1991	178.201,729503
70 años	Mujeres	1 de julio de 1990	166.755,012898
70 años	Mujeres	1 de enero de 1990	155.216,938628
70 años	Mujeres	1 de julio de 1989	157.340,492231
70 años	Mujeres	1 de enero de 1989	159.763,97948
70 años	Mujeres	1 de julio de 1988	156.387,63732
70 años	Mujeres	1 de enero de 1988	152.940,505167
70 años	Mujeres	1 de julio de 1987	152.190,083232
70 años	Mujeres	1 de enero de 1987	151.675,780457
70 años	Mujeres	1 de julio de 1986	153.499,565226
70 años	Mujeres	1 de enero de 1986	155.576,748086
70 años	Mujeres	1 de julio de 1985	156.413,194108
70 años	Mujeres	1 de enero de 1985	157.401,867356
70 años	Mujeres	1 de julio de 1984	156.185,038433
70 años	Mujeres	1 de enero de 1984	155.021,402324
70 años	Mujeres	1 de julio de 1983	155.908,38943
70 años	Mujeres	1 de enero de 1983	157.129,603751
70 años	Mujeres	1 de julio de 1982	153.883,543431
70 años	Mujeres	1 de enero de 1982	150.693,556267
70 años	Mujeres	1 de julio de 1981	154.372,902464
70 años	Mujeres	1 de enero de 1981	158.425,817132
70 años	Mujeres	1 de julio de 1980	152.912,536325
70 años	Mujeres	1 de enero de 1980	146.962,308873
70 años	Mujeres	1 de julio de 1979	146.516,874613
70 años	Mujeres	1 de enero de 1979	146.246,657749
70 años	Mujeres	1 de julio de 1978	143.939,452302
70 años	Mujeres	1 de enero de 1978	141.931,355883
70 años	Mujeres	1 de julio de 1977	140.199,587117
70 años	Mujeres	1 de enero de 1977	138.960,479172
70 años	Mujeres	1 de julio de 1976	140.977,876133
70 años	Mujeres	1 de enero de 1976	143.435,285378
70 años	Mujeres	1 de julio de 1975	139.299,162308
70 años	Mujeres	1 de enero de 1975	135.194,051777
70 años	Mujeres	1 de julio de 1974	134.133,199928
70 años	Mujeres	1 de enero de 1974	133.150,421261
70 años	Mujeres	1 de julio de 1973	132.272,879022
70 años	Mujeres	1 de enero de 1973	131.641,689895
70 años	Mujeres	1 de julio de 1972	124.386,247539
70 años	Mujeres	1 de enero de 1972	117.094,834286
70 años	Mujeres	1 de julio de 1971	131.071,939935
70 años	Mujeres	1 de enero de 1971	145.845,16
71 años	Ambos sexos	1 de julio de 2022	444.993,332472
71 años	Ambos sexos	1 de enero de 2022	440.795,869883
71 años	Ambos sexos	1 de julio de 2021	449.717,084507
71 años	Ambos sexos	1 de enero de 2021	459.501,299178
71 años	Ambos sexos	1 de julio de 2020	470.781,789091
71 años	Ambos sexos	1 de enero de 2020	482.895,279138
71 años	Ambos sexos	1 de julio de 2019	462.595,116474
71 años	Ambos sexos	1 de enero de 2019	442.494,953928
71 años	Ambos sexos	1 de julio de 2018	433.028,906274
71 años	Ambos sexos	1 de enero de 2018	424.324,858794
71 años	Ambos sexos	1 de julio de 2017	434.862,298866
71 años	Ambos sexos	1 de enero de 2017	446.074,739044
71 años	Ambos sexos	1 de julio de 2016	436.311,595747
71 años	Ambos sexos	1 de enero de 2016	426.910,483832
71 años	Ambos sexos	1 de julio de 2015	424.584,535111
71 años	Ambos sexos	1 de enero de 2015	422.625,859247
71 años	Ambos sexos	1 de julio de 2014	395.285,133432
71 años	Ambos sexos	1 de enero de 2014	367.722,625482
71 años	Ambos sexos	1 de julio de 2013	354.569,408287
71 años	Ambos sexos	1 de enero de 2013	341.556,464288
71 años	Ambos sexos	1 de julio de 2012	381.421,823036
71 años	Ambos sexos	1 de enero de 2012	422.244,040002
71 años	Ambos sexos	1 de julio de 2011	353.297,564253
71 años	Ambos sexos	1 de enero de 2011	283.928,486049
71 años	Ambos sexos	1 de julio de 2010	304.169,965034
71 años	Ambos sexos	1 de enero de 2010	324.995,969546
71 años	Ambos sexos	1 de julio de 2009	345.261,023111
71 años	Ambos sexos	1 de enero de 2009	366.159,615711
71 años	Ambos sexos	1 de julio de 2008	384.965,365517
71 años	Ambos sexos	1 de enero de 2008	404.449,578179
71 años	Ambos sexos	1 de julio de 2007	399.387,066947
71 años	Ambos sexos	1 de enero de 2007	394.424,094954
71 años	Ambos sexos	1 de julio de 2006	394.051,044548
71 años	Ambos sexos	1 de enero de 2006	394.109,125682
71 años	Ambos sexos	1 de julio de 2005	400.624,640585
71 años	Ambos sexos	1 de enero de 2005	407.947,742877
71 años	Ambos sexos	1 de julio de 2004	406.487,293389
71 años	Ambos sexos	1 de enero de 2004	405.105,190179
71 años	Ambos sexos	1 de julio de 2003	396.597,410039
71 años	Ambos sexos	1 de enero de 2003	388.168,068727
71 años	Ambos sexos	1 de julio de 2002	390.701,710515
71 años	Ambos sexos	1 de enero de 2002	393.851,570064
71 años	Ambos sexos	1 de julio de 2001	384.184,53125
71 años	Ambos sexos	1 de enero de 2001	374.927,171875
71 años	Ambos sexos	1 de julio de 2000	375.066,375
71 años	Ambos sexos	1 de enero de 2000	375.905,453125
71 años	Ambos sexos	1 de julio de 1999	365.255,375
71 años	Ambos sexos	1 de enero de 1999	355.015,515625
71 años	Ambos sexos	1 de julio de 1998	357.993,46875
71 años	Ambos sexos	1 de enero de 1998	361.680,96875
71 años	Ambos sexos	1 de julio de 1997	354.696,90625
71 años	Ambos sexos	1 de enero de 1997	348.214,75
71 años	Ambos sexos	1 de julio de 1996	346.797,75
71 años	Ambos sexos	1 de enero de 1996	345.627,203125
71 años	Ambos sexos	1 de julio de 1995	341.992,671875
71 años	Ambos sexos	1 de enero de 1995	338.740,15625
71 años	Ambos sexos	1 de julio de 1994	339.120,75
71 años	Ambos sexos	1 de enero de 1994	339.821,28125
71 años	Ambos sexos	1 de julio de 1993	329.554,5625
71 años	Ambos sexos	1 de enero de 1993	319.511,71875
71 años	Ambos sexos	1 de julio de 1992	312.859,25
71 años	Ambos sexos	1 de enero de 1992	306.582,15625
71 años	Ambos sexos	1 de julio de 1991	286.942,6875
71 años	Ambos sexos	1 de enero de 1991	267.007,906117
71 años	Ambos sexos	1 de julio de 1990	268.067,809548
71 años	Ambos sexos	1 de enero de 1990	269.734,490574
71 años	Ambos sexos	1 de julio de 1989	264.381,042377
71 años	Ambos sexos	1 de enero de 1989	259.050,927702
71 años	Ambos sexos	1 de julio de 1988	257.779,983772
71 años	Ambos sexos	1 de enero de 1988	256.836,499819
71 años	Ambos sexos	1 de julio de 1987	259.797,992472
71 años	Ambos sexos	1 de enero de 1987	263.128,540543
71 años	Ambos sexos	1 de julio de 1986	264.293,057255
71 años	Ambos sexos	1 de enero de 1986	266.073,646517
71 años	Ambos sexos	1 de julio de 1985	264.655,461235
71 años	Ambos sexos	1 de enero de 1985	263.662,963701
71 años	Ambos sexos	1 de julio de 1984	264.831,949531
71 años	Ambos sexos	1 de enero de 1984	266.660,317465
71 años	Ambos sexos	1 de julio de 1983	262.048,648185
71 años	Ambos sexos	1 de enero de 1983	258.053,480224
71 años	Ambos sexos	1 de julio de 1982	262.040,261064
71 años	Ambos sexos	1 de enero de 1982	266.655,40255
71 años	Ambos sexos	1 de julio de 1981	259.119,255014
71 años	Ambos sexos	1 de enero de 1981	251.812,676285
